index, result, benchmark, correct
1248, 3, 3, correct
1249, 3, 5, miss
1250, 6, 6, correct
1251, 6, 6, correct
1252, 0, 0, correct
1253, 1, 4, miss
1254, 3, 5, miss
1255, 5, 5, correct
1256, 7, 7, correct
1257, 6, 6, correct
1258, 5, 5, correct
1259, 5, 3, miss
1260, 1, 1, correct
1261, 9, 7, miss
1262, 4, 4, correct
1263, 2, 2, correct
1264, 2, 2, correct
1265, 1, 6, miss
1266, 7, 9, miss
1267, 9, 9, correct
1268, 8, 8, correct
1269, 1, 1, correct
1270, 1, 1, correct
1271, 3, 0, miss
1272, 1, 1, correct
1273, 0, 0, correct
1274, 0, 0, correct
1275, 4, 4, correct
1276, 0, 0, correct
1277, 2, 2, correct
1278, 7, 7, correct
1279, 6, 6, correct
1280, 1, 1, correct
1281, 4, 4, correct
1282, 7, 7, correct
1283, 0, 0, correct
1284, 7, 7, correct
1285, 1, 1, correct
1286, 0, 0, correct
1287, 3, 3, correct
1288, 3, 5, miss
1289, 1, 1, correct
1290, 9, 9, correct
1291, 8, 8, correct
1292, 4, 4, correct
1293, 6, 6, correct
1294, 5, 5, correct
1295, 9, 9, correct
1296, 8, 8, correct
1297, 6, 6, correct
1298, 3, 3, correct
1299, 6, 6, correct
1300, 6, 6, correct
1301, 6, 6, correct
1302, 1, 1, correct
1303, 1, 1, correct
1304, 4, 4, correct
1305, 0, 0, correct
1306, 7, 7, correct
1307, 8, 8, correct
1308, 0, 0, correct
1309, 4, 4, correct
1310, 6, 6, correct
1311, 7, 7, correct
1312, 9, 9, correct
1313, 5, 5, correct
1314, 9, 9, correct
1315, 6, 6, correct
1316, 2, 2, correct
1317, 4, 4, correct
1318, 7, 7, correct
1319, 5, 5, correct
1320, 9, 9, correct
1321, 8, 8, correct
1322, 5, 5, correct
1323, 1, 1, correct
1324, 8, 8, correct
1325, 0, 0, correct
1326, 9, 3, miss
1327, 6, 6, correct
1328, 8, 8, correct
1329, 1, 1, correct
1330, 3, 3, correct
1331, 0, 0, correct
1332, 3, 3, correct
1333, 1, 1, correct
1334, 9, 9, correct
1335, 1, 1, correct
1336, 4, 4, correct
1337, 5, 5, correct
1338, 8, 8, correct
1339, 2, 2, correct
1340, 0, 2, miss
1341, 9, 9, correct
1342, 1, 1, correct
1343, 3, 3, correct
1344, 3, 3, correct
1345, 0, 0, correct
1346, 5, 5, correct
1347, 6, 6, correct
1348, 1, 1, correct
1349, 8, 8, correct
1350, 3, 3, correct
1351, 6, 6, correct
1352, 7, 7, correct
1353, 2, 2, correct
1354, 3, 3, correct
1355, 2, 2, correct
1356, 9, 9, correct
1357, 2, 7, miss
1358, 1, 1, correct
1359, 5, 5, correct
1360, 9, 9, correct
1361, 8, 8, correct
1362, 7, 7, correct
1363, 3, 8, miss
1364, 8, 8, correct
1365, 4, 4, correct
1366, 0, 3, miss
1367, 8, 8, correct
1368, 2, 2, correct
1369, 1, 1, correct
1370, 6, 6, correct
1371, 7, 7, correct
1372, 6, 6, correct
1373, 1, 1, correct
1374, 1, 1, correct
1375, 0, 0, correct
1376, 5, 5, correct
1377, 0, 0, correct
1378, 9, 9, correct
1379, 1, 1, correct
1380, 7, 7, correct
1381, 4, 4, correct
1382, 0, 0, correct
1383, 8, 8, correct
1384, 7, 7, correct
1385, 5, 5, correct
1386, 9, 9, correct
1387, 8, 8, correct
1388, 8, 8, correct
1389, 7, 7, correct
1390, 5, 5, correct
1391, 4, 4, correct
1392, 3, 8, miss
1393, 7, 7, correct
1394, 9, 9, correct
1395, 4, 4, correct
1396, 7, 7, correct
1397, 2, 2, correct
1398, 7, 7, correct
1399, 4, 4, correct
1400, 1, 1, correct
1401, 5, 5, correct
1402, 7, 8, miss
1403, 2, 2, correct
1404, 3, 3, correct
1405, 5, 5, correct
1406, 9, 9, correct
1407, 8, 8, correct
1408, 4, 4, correct
1409, 5, 5, correct
1410, 9, 9, correct
1411, 1, 1, correct
1412, 5, 5, correct
1413, 1, 1, correct
1414, 9, 1, miss
1415, 3, 3, correct
1416, 7, 7, correct
1417, 5, 5, correct
1418, 1, 1, correct
1419, 7, 7, correct
1420, 9, 9, correct
1421, 2, 2, correct
1422, 5, 5, correct
1423, 6, 6, correct
1424, 8, 8, correct
1425, 8, 8, correct
1426, 5, 5, correct
1427, 0, 0, correct
1428, 8, 8, correct
1429, 8, 8, correct
1430, 4, 4, correct
1431, 7, 7, correct
1432, 1, 1, correct
1433, 9, 9, correct
1434, 6, 6, correct
1435, 8, 8, correct
1436, 9, 9, correct
1437, 4, 4, correct
1438, 9, 9, correct
1439, 9, 9, correct
1440, 6, 6, correct
1441, 3, 3, correct
1442, 2, 2, correct
1443, 7, 7, correct
1444, 4, 4, correct
1445, 8, 8, correct
1446, 0, 0, correct
1447, 4, 4, correct
1448, 9, 9, correct
1449, 0, 0, correct
1450, 8, 8, correct
1451, 8, 8, correct
1452, 9, 7, miss
1453, 0, 0, correct
1454, 9, 9, correct
1455, 0, 0, correct
1456, 9, 9, correct
1457, 7, 7, correct
1458, 0, 0, correct
1459, 8, 8, correct
1460, 5, 5, correct
1461, 3, 3, correct
1462, 3, 3, correct
1463, 6, 6, correct
1464, 2, 2, correct
1465, 5, 5, correct
1466, 3, 3, correct
1467, 1, 1, correct
1468, 7, 7, correct
1469, 3, 3, correct
1470, 1, 1, correct
1471, 0, 0, correct
1472, 6, 6, correct
1473, 5, 5, correct
1474, 9, 9, correct
1475, 3, 3, correct
1476, 2, 2, correct
1477, 9, 9, correct
1478, 4, 4, correct
1479, 8, 8, correct
1480, 8, 8, correct
1481, 7, 7, correct
1482, 6, 6, correct
1483, 4, 4, correct
1484, 4, 4, correct
1485, 0, 0, correct
1486, 7, 7, correct
1487, 8, 5, miss
1488, 9, 9, correct
1489, 6, 6, correct
1490, 7, 7, correct
1491, 3, 3, correct
1492, 8, 8, correct
1493, 9, 9, correct
1494, 5, 0, miss
1495, 0, 0, correct
1496, 1, 8, miss
1497, 6, 6, correct
1498, 0, 0, correct
1499, 3, 3, correct
1500, 0, 0, correct
1501, 1, 1, correct
1502, 8, 8, correct
1503, 3, 3, correct
1504, 8, 8, correct
1505, 6, 6, correct
1506, 0, 0, correct
1507, 1, 1, correct
1508, 0, 2, miss
1509, 0, 0, correct
1510, 7, 7, correct
1511, 3, 3, correct
1512, 6, 6, correct
1513, 9, 9, correct
1514, 2, 2, correct
1515, 3, 3, correct
1516, 1, 1, correct
1517, 7, 9, miss
1518, 7, 7, correct
1519, 9, 9, correct
1520, 5, 5, correct
1521, 9, 9, correct
1522, 9, 9, correct
1523, 1, 1, correct
1524, 1, 1, correct
1525, 5, 5, correct
1526, 8, 8, correct
1527, 3, 3, correct
1528, 2, 2, correct
1529, 5, 5, correct
1530, 4, 4, correct
1531, 1, 1, correct
1532, 8, 8, correct
1533, 4, 4, correct
1534, 0, 0, correct
1535, 7, 7, correct
1536, 0, 0, correct
1537, 1, 9, miss
1538, 0, 0, correct
1539, 0, 0, correct
1540, 7, 7, correct
1541, 1, 1, correct
1542, 3, 3, correct
1543, 5, 5, correct
1544, 5, 5, correct
1545, 9, 9, correct
1546, 9, 9, correct
1547, 7, 7, correct
1548, 9, 9, correct
1549, 4, 4, correct
1550, 6, 6, correct
1551, 0, 0, correct
1552, 1, 1, correct
1553, 9, 9, correct
1554, 2, 2, correct
1555, 7, 7, correct
1556, 4, 4, correct
1557, 8, 8, correct
1558, 5, 5, correct
1559, 0, 0, correct
1560, 5, 5, correct
1561, 9, 9, correct
1562, 8, 8, correct
1563, 7, 7, correct
1564, 5, 5, correct
1565, 0, 0, correct
1566, 1, 1, correct
1567, 7, 9, miss
1568, 9, 9, correct
1569, 6, 6, correct
1570, 3, 3, correct
1571, 0, 0, correct
1572, 8, 8, correct
1573, 7, 7, correct
1574, 5, 5, correct
1575, 2, 2, correct
1576, 6, 6, correct
1577, 1, 1, correct
1578, 7, 7, correct
1579, 2, 2, correct
1580, 3, 3, correct
1581, 8, 8, correct
1582, 8, 8, correct
1583, 1, 1, correct
1584, 4, 4, correct
1585, 6, 6, correct
1586, 2, 2, correct
1587, 4, 4, correct
1588, 0, 0, correct
1589, 2, 2, correct
1590, 3, 3, correct
1591, 6, 6, correct
1592, 3, 2, miss
1593, 8, 3, miss
1594, 2, 2, correct
1595, 9, 9, correct
1596, 1, 1, correct
1597, 3, 5, miss
1598, 2, 2, correct
1599, 5, 5, correct
1600, 8, 8, correct
1601, 7, 7, correct
1602, 7, 7, correct
1603, 6, 2, miss
1604, 2, 2, correct
1605, 0, 0, correct
1606, 3, 3, correct
1607, 1, 2, miss
1608, 8, 8, correct
1609, 1, 1, correct
1610, 5, 5, correct
1611, 4, 4, correct
1612, 3, 3, correct
1613, 3, 3, correct
1614, 1, 1, correct
1615, 9, 9, correct
1616, 3, 3, correct
1617, 2, 2, correct
1618, 1, 1, correct
1619, 1, 1, correct
1620, 3, 8, miss
1621, 6, 6, correct
1622, 1, 1, correct
1623, 3, 9, miss
1624, 4, 4, correct
1625, 4, 4, correct
1626, 9, 9, correct
1627, 6, 6, correct
1628, 6, 6, correct
1629, 7, 7, correct
1630, 5, 5, correct
1631, 9, 9, correct
1632, 6, 6, correct
1633, 6, 6, correct
1634, 1, 1, correct
1635, 0, 0, correct
1636, 7, 7, correct
1637, 8, 8, correct
1638, 8, 8, correct
1639, 8, 8, correct
1640, 3, 3, correct
1641, 7, 7, correct
1642, 7, 7, correct
1643, 7, 7, correct
1644, 1, 1, correct
1645, 4, 4, correct
1646, 6, 6, correct
1647, 1, 1, correct
1648, 0, 0, correct
1649, 0, 0, correct
1650, 1, 1, correct
1651, 7, 7, correct
1652, 7, 7, correct
1653, 8, 8, correct
1654, 8, 8, correct
1655, 9, 9, correct
1656, 8, 8, correct
1657, 2, 2, correct
1658, 4, 4, correct
1659, 8, 8, correct
1660, 1, 1, correct
1661, 3, 3, correct
1662, 6, 8, miss
1663, 1, 1, correct
1664, 3, 3, correct
1665, 3, 3, correct
1666, 6, 6, correct
1667, 6, 6, correct
1668, 5, 5, correct
1669, 8, 8, correct
1670, 8, 8, correct
1671, 5, 5, correct
1672, 4, 4, correct
1673, 5, 5, correct
1674, 9, 9, correct
1675, 8, 8, correct
1676, 2, 2, correct
1677, 0, 0, correct
1678, 1, 1, correct
1679, 3, 3, correct
1680, 3, 3, correct
1681, 5, 5, correct
1682, 6, 6, correct
1683, 3, 3, correct
1684, 3, 3, correct
1685, 6, 6, correct
1686, 1, 1, correct
1687, 3, 3, correct
1688, 3, 3, correct
1689, 7, 7, correct
1690, 1, 7, miss
1691, 5, 5, correct
1692, 6, 6, correct
1693, 5, 6, miss
1694, 1, 1, correct
1695, 7, 7, correct
1696, 4, 4, correct
1697, 5, 5, correct
1698, 9, 9, correct
1699, 0, 0, correct
1700, 2, 2, correct
1701, 8, 8, correct
1702, 0, 0, correct
1703, 9, 9, correct
1704, 5, 5, correct
1705, 3, 3, correct
1706, 0, 0, correct
1707, 8, 8, correct
1708, 0, 0, correct
1709, 7, 7, correct
1710, 7, 7, correct
1711, 1, 1, correct
1712, 5, 5, correct
1713, 9, 4, miss
1714, 4, 4, correct
1715, 9, 9, correct
1716, 7, 7, correct
1717, 0, 0, correct
1718, 3, 2, miss
1719, 1, 1, correct
1720, 3, 3, correct
1721, 3, 3, correct
1722, 1, 0, miss
1723, 2, 2, correct
1724, 4, 4, correct
1725, 7, 2, miss
1726, 1, 1, correct
1727, 6, 6, correct
1728, 5, 5, correct
1729, 9, 9, correct
1730, 3, 3, correct
1731, 4, 4, correct
1732, 1, 1, correct
1733, 9, 9, correct
1734, 4, 4, correct
1735, 0, 0, correct
1736, 3, 3, correct
1737, 5, 5, correct
1738, 1, 1, correct
1739, 0, 0, correct
1740, 0, 0, correct
1741, 5, 5, correct
1742, 3, 3, correct
1743, 9, 9, correct
1744, 1, 4, miss
1745, 9, 9, correct
1746, 1, 1, correct
1747, 0, 0, correct
1748, 0, 0, correct
1749, 5, 5, correct
1750, 7, 7, correct
1751, 1, 1, correct
1752, 6, 6, correct
1753, 8, 8, correct
1754, 3, 3, correct
1755, 7, 7, correct
1756, 0, 0, correct
1757, 3, 3, correct
1758, 8, 8, correct
1759, 2, 2, correct
1760, 8, 8, correct
1761, 6, 6, correct
1762, 7, 7, correct
1763, 9, 9, correct
1764, 1, 1, correct
1765, 8, 8, correct
1766, 4, 4, correct
1767, 5, 5, correct
1768, 3, 3, correct
1769, 1, 1, correct
1770, 5, 5, correct
1771, 2, 2, correct
1772, 2, 2, correct
1773, 5, 5, correct
1774, 3, 8, miss
1775, 8, 8, correct
1776, 8, 8, correct
1777, 2, 2, correct
1778, 7, 7, correct
1779, 4, 4, correct
1780, 8, 1, miss
1781, 5, 5, correct
1782, 7, 7, correct
1783, 0, 0, correct
1784, 6, 6, correct
1785, 6, 6, correct
1786, 2, 2, correct
1787, 3, 3, correct
1788, 2, 2, correct
1789, 2, 2, correct
1790, 9, 9, correct
1791, 1, 1, correct
1792, 9, 9, correct
1793, 6, 6, correct
1794, 9, 9, correct
1795, 2, 2, correct
1796, 2, 2, correct
1797, 6, 6, correct
1798, 0, 0, correct
1799, 4, 4, correct
1800, 0, 0, correct
1801, 0, 0, correct
1802, 0, 0, correct
1803, 0, 0, correct
1804, 3, 3, correct
1805, 0, 0, correct
1806, 4, 4, correct
1807, 3, 3, correct
1808, 6, 6, correct
1809, 7, 7, correct
1810, 8, 8, correct
1811, 6, 6, correct
1812, 0, 0, correct
1813, 5, 5, correct
1814, 1, 1, correct
1815, 8, 8, correct
1816, 5, 5, correct
1817, 6, 6, correct
1818, 0, 0, correct
1819, 2, 2, correct
1820, 7, 7, correct
1821, 6, 6, correct
1822, 1, 1, correct
1823, 3, 3, correct
1824, 9, 9, correct
1825, 9, 9, correct
1826, 3, 3, correct
1827, 0, 0, correct
1828, 3, 3, correct
1829, 5, 5, correct
1830, 9, 9, correct
1831, 6, 6, correct
1832, 8, 8, correct
1833, 3, 3, correct
1834, 1, 1, correct
1835, 0, 0, correct
1836, 0, 0, correct
1837, 9, 9, correct
1838, 0, 0, correct
1839, 6, 6, correct
1840, 6, 6, correct
1841, 2, 2, correct
1842, 4, 4, correct
1843, 3, 3, correct
1844, 0, 0, correct
1845, 2, 2, correct
1846, 7, 7, correct
1847, 1, 1, correct
1848, 5, 5, correct
1849, 8, 8, correct
1850, 5, 5, correct
1851, 8, 8, correct
1852, 8, 8, correct
1853, 4, 4, correct
1854, 7, 7, correct
1855, 4, 4, correct
1856, 3, 3, correct
1857, 6, 6, correct
1858, 5, 5, correct
1859, 7, 7, correct
1860, 3, 3, correct
1861, 1, 1, correct
1862, 6, 6, correct
1863, 7, 7, correct
1864, 1, 1, correct
1865, 3, 3, correct
1866, 1, 1, correct
1867, 1, 8, miss
1868, 8, 8, correct
1869, 1, 1, correct
1870, 5, 5, correct
1871, 2, 2, correct
1872, 2, 2, correct
1873, 6, 6, correct
1874, 9, 9, correct
1875, 0, 0, correct
1876, 2, 2, correct
1877, 1, 1, correct
1878, 2, 2, correct
1879, 7, 7, correct
1880, 4, 4, correct
1881, 9, 4, miss
1882, 9, 9, correct
1883, 3, 3, correct
1884, 0, 0, correct
1885, 4, 4, correct
1886, 5, 5, correct
1887, 1, 1, correct
1888, 9, 9, correct
1889, 6, 6, correct
1890, 9, 9, correct
1891, 7, 7, correct
1892, 6, 6, correct
1893, 5, 5, correct
1894, 0, 0, correct
1895, 1, 1, correct
1896, 1, 1, correct
1897, 3, 3, correct
1898, 8, 8, correct
1899, 4, 4, correct
1900, 0, 0, correct
1901, 0, 0, correct
1902, 0, 0, correct
1903, 3, 3, correct
1904, 7, 7, correct
1905, 9, 9, correct
1906, 8, 8, correct
1907, 5, 5, correct
1908, 9, 9, correct
1909, 9, 9, correct
1910, 1, 1, correct
1911, 5, 5, correct
1912, 0, 0, correct
1913, 9, 9, correct
1914, 1, 1, correct
1915, 7, 7, correct
1916, 9, 9, correct
1917, 0, 0, correct
1918, 1, 8, miss
1919, 9, 9, correct
1920, 0, 0, correct
1921, 6, 6, correct
1922, 9, 9, correct
1923, 2, 2, correct
1924, 4, 4, correct
1925, 2, 2, correct
1926, 1, 1, correct
1927, 4, 9, miss
1928, 4, 4, correct
1929, 4, 4, correct
1930, 8, 3, miss
1931, 8, 8, correct
1932, 6, 6, correct
1933, 5, 5, correct
1934, 6, 6, correct
1935, 1, 1, correct
1936, 8, 8, correct
1937, 5, 5, correct
1938, 9, 9, correct
1939, 3, 3, correct
1940, 9, 9, correct
1941, 7, 7, correct
1942, 0, 0, correct
1943, 7, 7, correct
1944, 6, 6, correct
1945, 5, 5, correct
1946, 8, 8, correct
1947, 6, 6, correct
1948, 6, 6, correct
1949, 0, 0, correct
1950, 7, 7, correct
1951, 4, 4, correct
1952, 5, 8, miss
1953, 8, 3, miss
1954, 7, 7, correct
1955, 7, 7, correct
1956, 8, 8, correct
1957, 5, 5, correct
1958, 5, 8, miss
1959, 5, 5, correct
1960, 5, 5, correct
1961, 3, 3, correct
1962, 6, 6, correct
1963, 8, 8, correct
1964, 3, 5, miss
1965, 6, 6, correct
1966, 1, 1, correct
1967, 9, 9, correct
1968, 8, 8, correct
1969, 0, 0, correct
1970, 9, 9, correct
1971, 4, 4, correct
1972, 4, 4, correct
1973, 5, 5, correct
1974, 8, 8, correct
1975, 4, 4, correct
1976, 0, 0, correct
1977, 9, 9, correct
1978, 3, 3, correct
1979, 0, 0, correct
1980, 9, 9, correct
1981, 4, 4, correct
1982, 6, 0, miss
1983, 4, 4, correct
1984, 0, 0, correct
1985, 1, 2, miss
1986, 0, 0, correct
1987, 1, 1, correct
1988, 7, 7, correct
1989, 5, 5, correct
1990, 9, 9, correct
1991, 8, 8, correct
1992, 7, 7, correct
1993, 8, 8, correct
1994, 6, 6, correct
1995, 2, 2, correct
1996, 0, 0, correct
1997, 0, 5, miss
1998, 3, 5, miss
1999, 7, 7, correct
2000, 8, 8, correct
2001, 6, 6, correct
2002, 1, 1, correct
2003, 6, 6, correct
2004, 7, 7, correct
2005, 2, 2, correct
2006, 5, 5, correct
2007, 9, 9, correct
2008, 7, 7, correct
2009, 1, 1, correct
2010, 1, 1, correct
2011, 4, 4, correct
2012, 1, 1, correct
2013, 6, 6, correct
2014, 6, 6, correct
2015, 7, 7, correct
2016, 0, 0, correct
2017, 8, 8, correct
2018, 4, 4, correct
2019, 7, 7, correct
2020, 0, 0, correct
2021, 9, 9, correct
2022, 4, 4, correct
2023, 6, 6, correct
2024, 2, 2, correct
2025, 6, 6, correct
2026, 7, 8, miss
2027, 3, 3, correct
2028, 2, 2, correct
2029, 9, 9, correct
2030, 6, 6, correct
2031, 5, 5, correct
2032, 2, 2, correct
2033, 5, 5, correct
2034, 8, 8, correct
2035, 5, 5, correct
2036, 6, 6, correct
2037, 3, 9, miss
2038, 2, 2, correct
2039, 7, 2, miss
2040, 7, 7, correct
2041, 8, 7, miss
2042, 3, 3, correct
2043, 4, 4, correct
2044, 9, 9, correct
2045, 2, 2, correct
2046, 8, 8, correct
2047, 0, 0, correct
2048, 2, 2, correct
2049, 4, 4, correct
2050, 0, 0, correct
2051, 9, 9, correct
2052, 4, 4, correct
2053, 5, 5, correct
2054, 8, 8, correct
2055, 8, 8, correct
2056, 9, 9, correct
2057, 3, 3, correct
2058, 3, 3, correct
2059, 5, 5, correct
2060, 9, 9, correct
2061, 0, 0, correct
2062, 7, 7, correct
2063, 0, 0, correct
2064, 5, 5, correct
2065, 5, 5, correct
2066, 2, 2, correct
2067, 9, 9, correct
2068, 1, 1, correct
2069, 9, 9, correct
2070, 9, 9, correct
2071, 4, 4, correct
2072, 6, 6, correct
2073, 4, 4, correct
2074, 6, 6, correct
2075, 8, 8, correct
2076, 9, 9, correct
2077, 0, 0, correct
2078, 0, 0, correct
2079, 2, 8, miss
2080, 2, 2, correct
2081, 1, 1, correct
2082, 6, 6, correct
2083, 8, 8, correct
2084, 2, 2, correct
2085, 2, 2, correct
2086, 2, 2, correct
2087, 2, 2, correct
2088, 5, 5, correct
2089, 5, 5, correct
2090, 7, 7, correct
2091, 3, 3, correct
2092, 3, 3, correct
2093, 5, 3, miss
2094, 9, 9, correct
2095, 6, 6, correct
2096, 2, 2, correct
2097, 3, 3, correct
2098, 4, 4, correct
2099, 3, 3, correct
2100, 7, 7, correct
2101, 7, 7, correct
2102, 9, 9, correct
2103, 2, 2, correct
2104, 6, 6, correct
2105, 6, 6, correct
2106, 9, 9, correct
2107, 5, 5, correct
2108, 8, 8, correct
2109, 0, 0, correct
2110, 6, 6, correct
2111, 7, 7, correct
2112, 4, 6, miss
2113, 2, 2, correct
2114, 2, 2, correct
2115, 4, 4, correct
2116, 0, 0, correct
2117, 6, 6, correct
2118, 2, 2, correct
2119, 1, 1, correct
2120, 9, 9, correct
2121, 2, 2, correct
2122, 5, 5, correct
2123, 7, 7, correct
2124, 5, 5, correct
2125, 6, 6, correct
2126, 1, 2, miss
2127, 0, 0, correct
2128, 6, 6, correct
2129, 8, 8, correct
2130, 2, 2, correct
2131, 4, 4, correct
2132, 4, 4, correct
2133, 4, 5, miss
2134, 1, 7, miss
2135, 6, 6, correct
2136, 8, 8, correct
2137, 1, 1, correct
2138, 4, 4, correct
2139, 6, 6, correct
2140, 6, 6, correct
2141, 1, 1, correct
2142, 5, 5, correct
2143, 2, 2, correct
2144, 5, 5, correct
2145, 8, 8, correct
2146, 0, 0, correct
2147, 1, 1, correct
2148, 1, 1, correct
2149, 4, 4, correct
2150, 7, 7, correct
2151, 0, 0, correct
2152, 3, 3, correct
2153, 6, 6, correct
2154, 5, 5, correct
2155, 0, 0, correct
2156, 5, 5, correct
2157, 2, 2, correct
2158, 0, 0, correct
2159, 8, 8, correct
2160, 9, 9, correct
2161, 1, 1, correct
2162, 5, 5, correct
2163, 7, 7, correct
2164, 3, 3, correct
2165, 3, 3, correct
2166, 6, 6, correct
2167, 1, 1, correct
2168, 6, 6, correct
2169, 5, 5, correct
2170, 9, 9, correct
2171, 5, 5, correct
2172, 2, 2, correct
2173, 0, 0, correct
2174, 7, 7, correct
2175, 4, 4, correct
2176, 0, 0, correct
2177, 2, 2, correct
2178, 7, 7, correct
2179, 4, 4, correct
2180, 4, 4, correct
2181, 6, 6, correct
2182, 0, 0, correct
2183, 4, 4, correct
2184, 6, 6, correct
2185, 8, 2, miss
2186, 9, 9, correct
2187, 1, 1, correct
2188, 7, 7, correct
2189, 4, 4, correct
2190, 7, 7, correct
2191, 9, 9, correct
2192, 4, 4, correct
2193, 7, 7, correct
2194, 7, 4, miss
2195, 8, 8, correct
2196, 5, 5, correct
2197, 9, 9, correct
2198, 5, 5, correct
2199, 5, 5, correct
2200, 1, 1, correct
2201, 9, 9, correct
2202, 3, 3, correct
2203, 2, 6, miss
2204, 4, 4, correct
2205, 0, 0, correct
2206, 2, 2, correct
2207, 6, 6, correct
2208, 6, 5, miss
2209, 8, 8, correct
2210, 0, 0, correct
2211, 4, 4, correct
2212, 3, 3, correct
2213, 1, 1, correct
2214, 2, 2, correct
2215, 6, 6, correct
2216, 7, 7, correct
2217, 3, 3, correct
2218, 7, 7, correct
2219, 4, 8, miss
2220, 1, 1, correct
2221, 5, 5, correct
2222, 5, 5, correct
2223, 4, 4, correct
2224, 0, 0, correct
2225, 1, 1, correct
2226, 2, 4, miss
2227, 2, 2, correct
2228, 1, 1, correct
2229, 1, 1, correct
2230, 4, 4, correct
2231, 2, 2, correct
2232, 2, 2, correct
2233, 1, 1, correct
2234, 1, 1, correct
2235, 7, 7, correct
2236, 9, 9, correct
2237, 4, 4, correct
2238, 8, 8, correct
2239, 0, 0, correct
2240, 8, 8, correct
2241, 9, 9, correct
2242, 3, 3, correct
2243, 8, 8, correct
2244, 9, 9, correct
2245, 4, 4, correct
2246, 6, 6, correct
2247, 3, 3, correct
2248, 3, 3, correct
2249, 3, 3, correct
2250, 9, 9, correct
2251, 0, 0, correct
2252, 3, 3, correct
2253, 6, 6, correct
2254, 9, 9, correct
2255, 1, 1, correct
2256, 4, 4, correct
2257, 6, 6, correct
2258, 0, 0, correct
2259, 6, 6, correct
2260, 0, 0, correct
2261, 5, 5, correct
2262, 9, 6, miss
2263, 0, 0, correct
2264, 1, 1, correct
2265, 8, 8, correct
2266, 0, 0, correct
2267, 4, 4, correct
2268, 2, 2, correct
2269, 0, 0, correct
2270, 1, 1, correct
2271, 5, 5, correct
2272, 3, 3, correct
2273, 4, 4, correct
2274, 5, 5, correct
2275, 7, 7, correct
2276, 6, 6, correct
2277, 8, 8, correct
2278, 8, 8, correct
2279, 7, 7, correct
2280, 9, 9, correct
2281, 0, 0, correct
2282, 3, 5, miss
2283, 2, 2, correct
2284, 6, 6, correct
2285, 0, 0, correct
2286, 5, 5, correct
2287, 5, 3, miss
2288, 9, 9, correct
2289, 6, 6, correct
2290, 5, 5, correct
2291, 4, 4, correct
2292, 2, 2, correct
2293, 1, 1, correct
2294, 4, 4, correct
2295, 3, 3, correct
2296, 6, 6, correct
2297, 4, 4, correct
2298, 8, 8, correct
2299, 7, 7, correct
2300, 2, 2, correct
2301, 8, 3, miss
2302, 0, 0, correct
2303, 3, 3, correct
2304, 4, 4, correct
2305, 5, 5, correct
2306, 3, 3, correct
2307, 3, 3, correct
2308, 1, 1, correct
2309, 5, 6, miss
2310, 4, 4, correct
2311, 5, 5, correct
2312, 9, 9, correct
2313, 7, 7, correct
2314, 0, 0, correct
2315, 1, 1, correct
2316, 2, 2, correct
2317, 5, 5, correct
2318, 3, 3, correct
2319, 2, 2, correct
2320, 6, 6, correct
2321, 4, 4, correct
2322, 2, 2, correct
2323, 5, 5, correct
2324, 9, 9, correct
2325, 3, 3, correct
2326, 4, 4, correct
2327, 6, 6, correct
2328, 3, 3, correct
